feature,mean_abs_shap
Degrader_348_minus_Stable_1362,0.25205326
Gene_IGHA1,0.24970756
Gene_RP11-259N19.1,0.24949898
Gene_CTD-3022L24.1,0.24933359
Gene_MIR646HG,0.24888916
Gene_RP11-63E9.1,0.24855766
Degrader_602_minus_Stable_219,0.24830924
Gene_PLA2G2A,0.24794553
Gene_HOGA1,0.24790323
Degrader_1088_minus_Stable_548,0.24757169
Gene_RP5-1119A7.14,0.24631138
Degrader_701_minus_Stable_213,0.24605781
Degrader_422_minus_Stable_213,0.24587844
Degrader_12_minus_Stable_729,0.24516162
Gene_TSPAN5,0.24438114
Degrader_93_minus_Stable_483,0.2426646
Gene_FMN2,0.24202661
Gene_RP11-280O1.2,0.24021952
Gene_LINC00930,0.23984544
Gene_MTND1P23,0.23901299
Degrader_434_minus_Stable_766,0.23894969
Degrader_1239_minus_Stable_119,0.23891617
Gene_IGKV3-20,0.23890236
Gene_SNAP25,0.23841305
Gene_RP11-43N5.1,0.23822682
Gene_CYP26B1,0.2375625
Gene_HHIP,0.23711386
Degrader_663_minus_Stable_814,0.23658194
Degrader_93_minus_Stable_1362,0.23586534
Degrader_403_minus_Stable_1491,0.2354849
Gene_RP11-154H23.3,0.2344887
Degrader_348_minus_Stable_1356,0.23369603
Gene_RP11-210H10__A.1,0.23208499
Degrader_176_minus_Stable_119,0.23174138
Gene_CXCR6,0.22869605
Degrader_625_minus_Stable_658,0.22777723
Gene_GRIN1,0.2275478
Gene_LCN8,0.22676283
Gene_HLA-U,0.22640984
Gene_SFTA2,0.22571237
Degrader_663_minus_Stable_483,0.22567037
Degrader_934_minus_Stable_408,0.22566721
Degrader_379_minus_Stable_101,0.22561663
Degrader_1416_minus_Stable_119,0.22523703
Degrader_93_minus_Stable_1065,0.22478412
Gene_HLA-DQB2,0.22374809
Gene_CELA2A,0.22369573
Degrader_15_minus_Stable_548,0.22358024
Gene_ACTC1,0.2224883
Degrader_125_minus_Stable_548,0.22234498
Gene_NPPB,0.22119406
Degrader_110_minus_Stable_1065,0.22118568
Gene_GSDMC,0.22106959
Degrader_635_minus_Stable_766,0.22064535
Degrader_456_minus_Stable_213,0.22044095
Degrader_51_minus_Stable_1065,0.22039118
Degrader_422_minus_Stable_476,0.2202288
Degrader_1087_minus_Stable_729,0.2201382
Degrader_51_minus_Stable_1283,0.219903
Degrader_967_minus_Stable_213,0.21958022
Gene_AFF2,0.21952903
Gene_PDE11A,0.21941121
Degrader_482_minus_Stable_658,0.21938173
Degrader_12_minus_Stable_1283,0.21848659
Degrader_1324_minus_Stable_1262,0.21841481
Degrader_1132_minus_Stable_256,0.21832837
Gene_LINC00163,0.21809155
Gene_SLC34A2,0.2180371
Gene_TOGARAM2,0.21740793
Gene_EGR1,0.2158761
Gene_CHGB,0.2157656
Degrader_1324_minus_Stable_483,0.21544206
Degrader_1418_minus_Stable_1137,0.21522993
Gene_CTRC,0.2152067
Gene_FAM43B,0.21452948
Gene_PHOSPHO1,0.21393223
Gene_SFTPB,0.21388039
Gene_GFAP,0.21347994
Gene_FER1L6,0.21331298
Degrader_77_minus_Stable_1307,0.21327163
Degrader_981_minus_Stable_1491,0.21237454
Gene_AF064858.6,0.21223594
Gene_KIF25-AS1,0.2106352
Degrader_352_minus_Stable_1137,0.21057652
Degrader_1132_minus_Stable_1246,0.21005759
Degrader_1146_minus_Stable_548,0.21000718
Degrader_1286_minus_Stable_1065,0.20950186
Gene_CTD-2587H24.5,0.20901231
Degrader_456_minus_Stable_219,0.2080666
Degrader_176_minus_Stable_27,0.20795079
Degrader_1344_minus_Stable_1307,0.20793936
Degrader_25_minus_Stable_1065,0.20744936
Degrader_434_minus_Stable_1065,0.20732461
Degrader_482_minus_Stable_548,0.20717204
Gene_LINC01894,0.20671333
Gene_GTF2A1L,0.20637336
Degrader_855_minus_Stable_280,0.20579796
Gene_KLK2,0.20514941
Gene_MAOA,0.20456237
Degrader_57_minus_Stable_483,0.20456016
Gene_HBA2,0.20447607
Degrader_828_minus_Stable_1137,0.20424186
Degrader_554_minus_Stable_1283,0.20423514
Degrader_1454_minus_Stable_280,0.2037563
Gene_CACNG4,0.20347142
Gene_EGR2,0.20325094
Degrader_1416_minus_Stable_548,0.20298508
Gene_FXYD4,0.20285535
Gene_CTC-304I17.6,0.20166968
Gene_PRM1,0.20144548
Gene_RP11-115H13.1,0.20138656
Gene_AP000350.5,0.20119789
Degrader_1239_minus_Stable_101,0.2009653
Gene_RP11-27G24.1,0.20095353
Degrader_1097_minus_Stable_240,0.20095152
Degrader_385_minus_Stable_476,0.20013931
Degrader_1304_minus_Stable_1283,0.19917169
Degrader_648_minus_Stable_1246,0.19882022
Degrader_1097_minus_Stable_729,0.19828102
Degrader_1096_minus_Stable_548,0.19763084
Degrader_289_minus_Stable_359,0.19754082
Gene_MS4A2,0.19751815
Gene_CIDEC,0.19726133
Degrader_265_minus_Stable_1065,0.19667356
Degrader_1344_minus_Stable_213,0.19665563
Gene_LINC00184,0.19650553
Gene_RP11-613E4.4,0.19637895
Gene_CDH19,0.19635642
Gene_RP11-707G18.1,0.19624174
Gene_ALDH3A1,0.19532165
Gene_RAET1E,0.19480537
Gene_CPA1,0.19369271
Gene_DIO2,0.19339885
Degrader_1292_minus_Stable_1356,0.19300891
Gene_RP11-216M21.1,0.1927275
Gene_RP11-160C18.2,0.1923852
Gene_SP5,0.19237238
Gene_SCT,0.19215132
Gene_CLEC4F,0.19214809
Degrader_1416_minus_Stable_476,0.19209057
Degrader_635_minus_Stable_219,0.19188705
Gene_GABRR1,0.1916054
Degrader_864_minus_Stable_408,0.19116393
Gene_PDK4,0.19050533
Gene_AC005329.7,0.19046111
Degrader_1344_minus_Stable_1475,0.19043258
Degrader_1418_minus_Stable_1491,0.19034426
Gene_CTD-2033D15.2,0.19028735
Gene_ASCL5,0.18979858
Gene_ATP2A1,0.1897253
Degrader_289_minus_Stable_27,0.18957034
Gene_RP11-223I10.1,0.18817703
Degrader_265_minus_Stable_766,0.18811548
Degrader_999_minus_Stable_1356,0.18787391
Gene_RP11-528B10.5,0.18780161
Gene_MUSK,0.18752523
Degrader_15_minus_Stable_1137,0.18708195
Gene_PKD1P5,0.18696412
Gene_FOXD1,0.18687548
Degrader_802_minus_Stable_119,0.18666832
Gene_RP11-845M18.6,0.18663156
Degrader_1353_minus_Stable_476,0.18618825
Degrader_981_minus_Stable_476,0.18547024
Gene_RP11-309L24.4,0.18538631
Gene_CXCL3,0.18462466
Degrader_741_minus_Stable_766,0.1845355
Gene_AC016768.1,0.18413356
Gene_RP11-7F17.3,0.18404432
Degrader_125_minus_Stable_101,0.18364523
Degrader_25_minus_Stable_219,0.18332706
Gene_RP4-765C7.2,0.1831203
Gene_SPTA1,0.18292159
