Model,Raw OOF R2,Raw OOF MAE (hours),Calibrated OOF R2,Calibrated OOF MAE (hours),Residual SD (hours)
RNA,0.6842615684602851,2.227154352914302,0.6832193653742237,2.226591687103465,2.9110826058876422
Microbiome,0.9478375214682349,23.691510200624275,0.9458446115826722,24.436334435247645,34.0643696329686
